transaction_id,timestamp,customer_id,store_location,product,category,quantity,unit_price,total_price
T948822,2024-05-16 07:00:00,2825,The Dubai Mall Zabeel,Iced Coffee,Beverage,1,15.0,15.0
T377120,2023-09-11 23:00:00,1739,Mirdif City Center,Croissant,Food,1,11.0,11.0
T185992,2023-12-17 00:00:00,1325,Fujairah Mall,Croissant,Food,1,11.0,11.0
T761482,2023-09-09 21:00:00,1684,Mall of the Emirates,Donut - Glazed,Food,1,8.0,8.0
T864148,2023-11-27 02:00:00,2663,Dubai Mall,Latte,Beverage,1,18.0,18.0
T350176,2024-06-12 22:00:00,2450,Al Ain Town Center,Donut - Glazed,Food,1,8.0,8.0
T704704,2024-01-03 13:00:00,1835,Dubai Mall,Croissant,Food,1,11.0,11.0
T162255,2023-12-10 09:00:00,2627,Jumeirah Beach,Latte,Beverage,2,18.0,36.0
T301821,2024-03-22 04:00:00,1880,Jumeirah Beach,Muffin,Food,3,10.0,30.0
T242827,2024-02-21 00:00:00,2689,Dubai Marina Mall,Bagel - Plain,Food,1,10.0,10.0
T382444,2024-01-13 09:00:00,1828,Fujairah Mall,Cold Brew,Beverage,1,16.0,16.0
T367386,2024-04-12 20:00:00,1510,Al Barsha,Hot Coffee,Beverage,2,12.0,24.0
T220178,2023-07-01 23:00:00,2327,Al Barsha,Latte,Beverage,2,18.0,36.0
T824880,2023-12-20 16:00:00,1830,Fujairah Mall,Donut - Chocolate,Food,1,9.0,9.0
T803619,2023-09-20 21:00:00,1262,Fujairah Mall,Donut - Glazed,Food,1,8.0,8.0
T362139,2023-12-05 14:00:00,1509,Al Ain Town Center,Iced Coffee,Beverage,1,15.0,15.0
T239420,2024-03-26 11:00:00,2525,Marina Walk,Hot Coffee,Beverage,1,12.0,12.0
T702485,2023-09-15 21:00:00,2976,Jumeirah Beach,Bagel - Plain,Food,1,10.0,10.0
T533435,2023-07-10 09:00:00,1005,Jumeirah Beach,Hot Coffee,Beverage,1,12.0,12.0
T251397,2024-05-01 04:00:00,1219,Deira City Center,Donut - Chocolate,Food,1,9.0,9.0
T531097,2024-02-07 22:00:00,1301,Sharjah City Center,Bagel - Cream Cheese,Food,1,12.0,12.0
T795331,2024-04-28 16:00:00,1775,Dubai Marina Mall,Bagel - Plain,Food,2,10.0,20.0
T470334,2024-03-22 16:00:00,1412,Al Ain Town Center,Donut - Chocolate,Food,1,9.0,9.0
T387202,2024-05-29 18:00:00,1385,Ajman Downtown,Latte,Beverage,1,18.0,18.0
T554341,2023-07-03 02:00:00,1895,Marina Walk,Bagel - Plain,Food,1,10.0,10.0
T884674,2023-08-10 16:00:00,1949,Mall of the Emirates,Iced Coffee,Beverage,1,15.0,15.0
T533485,2023-11-17 03:00:00,1939,Dubai Marina Mall,Bagel - Plain,Food,3,10.0,30.0
T392896,2024-01-10 11:00:00,1226,Business Bay,Donut - Glazed,Food,1,8.0,8.0
T923861,2024-05-19 01:00:00,1362,Yas Mall,Iced Coffee,Beverage,1,15.0,15.0
T464739,2024-05-06 05:00:00,2561,Dubai Marina Mall,Hot Coffee,Beverage,2,12.0,24.0
T821872,2023-11-15 03:00:00,1620,Ajman Downtown,Latte,Beverage,1,18.0,18.0
T382737,2024-03-23 15:00:00,2769,Dubai Silicon Oasis,Latte,Beverage,2,18.0,36.0
T239970,2024-04-25 02:00:00,1328,The Dubai Mall Zabeel,Donut - Chocolate,Food,1,9.0,9.0
T329504,2024-03-19 12:00:00,1035,Ajman Downtown,Latte,Beverage,1,18.0,18.0
T215159,2023-10-07 18:00:00,2942,Ras Al Khaimah Mall,Croissant,Food,1,11.0,11.0
T823420,2023-12-21 22:00:00,1548,Dubai Hills,Croissant,Food,1,11.0,11.0
T882660,2024-01-28 18:00:00,1202,Dubai Silicon Oasis,Croissant,Food,2,11.0,22.0
T352943,2023-09-12 03:00:00,1826,Dubai Mall,Hot Coffee,Beverage,2,12.0,24.0
T894544,2023-12-14 18:00:00,2840,Business Bay,Bagel - Plain,Food,1,10.0,10.0
T291834,2024-06-26 18:00:00,2961,Ras Al Khaimah Mall,Muffin,Food,1,10.0,10.0
T256338,2023-07-03 07:00:00,2285,The Dubai Mall Zabeel,Croissant,Food,2,11.0,22.0
T695539,2024-04-12 12:00:00,2963,Dubai Mall,Bagel - Cream Cheese,Food,2,12.0,24.0
T296473,2023-11-10 00:00:00,1698,Dubai Mall,Latte,Beverage,1,18.0,18.0
T829837,2023-12-19 11:00:00,1222,Business Bay,Cold Brew,Beverage,1,16.0,16.0
T759393,2023-11-14 04:00:00,2647,Dubai Silicon Oasis,Muffin,Food,1,10.0,10.0
T200757,2024-02-29 15:00:00,1823,Al Barsha,Muffin,Food,2,10.0,20.0
T356779,2023-11-11 23:00:00,1778,The Dubai Mall Zabeel,Muffin,Food,1,10.0,10.0
T594281,2024-02-29 15:00:00,1665,Marina Walk,Bagel - Cream Cheese,Food,1,12.0,12.0
T617105,2024-02-13 14:00:00,2554,Ajman Downtown,Croissant,Food,2,11.0,22.0
T823233,2023-07-12 05:00:00,1466,Yas Mall,Croissant,Food,1,11.0,11.0
T342540,2023-10-02 12:00:00,1156,Sharjah City Center,Muffin,Food,1,10.0,10.0
T532390,2024-05-14 20:00:00,1841,Marina Walk,Donut - Chocolate,Food,1,9.0,9.0
T853329,2024-04-27 05:00:00,2095,Abu Dhabi Corniche,Hot Coffee,Beverage,1,12.0,12.0
T488892,2023-11-27 03:00:00,1277,Ajman Downtown,Donut - Chocolate,Food,1,9.0,9.0
T716038,2023-07-08 23:00:00,1198,Marina Walk,Bagel - Plain,Food,1,10.0,10.0
T319240,2024-05-03 02:00:00,1837,Sharjah City Center,Bagel - Plain,Food,1,10.0,10.0
T198052,2023-09-20 02:00:00,1191,Deira City Center,Donut - Chocolate,Food,1,9.0,9.0
T146316,2023-12-12 15:00:00,2649,Dubai Silicon Oasis,Muffin,Food,2,10.0,20.0
T789225,2023-10-23 00:00:00,1974,Dubai Silicon Oasis,Croissant,Food,2,11.0,22.0
T934375,2023-11-25 16:00:00,2551,Dubai Mall,Latte,Beverage,1,18.0,18.0
T628168,2023-08-30 13:00:00,1843,Deira City Center,Hot Coffee,Beverage,1,12.0,12.0
T100097,2024-01-06 13:00:00,2193,Ajman Downtown,Muffin,Food,1,10.0,10.0
T683309,2024-05-04 19:00:00,1874,Dubai Hills,Bagel - Cream Cheese,Food,1,12.0,12.0
T757673,2023-09-05 13:00:00,2425,Mall of the Emirates,Iced Coffee,Beverage,1,15.0,15.0
T280426,2023-11-09 10:00:00,2170,Dubai Mall,Bagel - Plain,Food,1,10.0,10.0
T868019,2023-07-31 20:00:00,2684,Mall of the Emirates,Donut - Chocolate,Food,1,9.0,9.0
T239070,2023-11-12 22:00:00,1367,Jumeirah Beach,Donut - Chocolate,Food,1,9.0,9.0
T336585,2024-05-02 20:00:00,1604,Al Wahda Mall,Iced Coffee,Beverage,1,15.0,15.0
T860997,2023-09-19 11:00:00,2266,Al Ain Town Center,Iced Coffee,Beverage,1,15.0,15.0
T975295,2024-01-21 12:00:00,2868,Jumeirah Beach,Bagel - Cream Cheese,Food,1,12.0,12.0
T974113,2023-08-13 04:00:00,2406,Yas Mall,Donut - Glazed,Food,1,8.0,8.0
T107993,2024-03-15 02:00:00,2845,Mall of the Emirates,Latte,Beverage,1,18.0,18.0
T283601,2024-06-28 21:00:00,1350,Dubai Hills,Iced Coffee,Beverage,2,15.0,30.0
T901549,2023-08-27 21:00:00,2401,Yas Mall,Hot Coffee,Beverage,2,12.0,24.0
T535214,2023-10-13 22:00:00,1322,Jumeirah Beach,Hot Coffee,Beverage,1,12.0,12.0
T379068,2023-10-22 10:00:00,1222,Yas Mall,Donut - Chocolate,Food,1,9.0,9.0
T720424,2024-06-27 09:00:00,2461,Dubai Marina Mall,Croissant,Food,1,11.0,11.0
T265042,2024-05-05 06:00:00,2841,Fujairah Mall,Bagel - Cream Cheese,Food,1,12.0,12.0
T570872,2023-11-25 04:00:00,2697,Al Barsha,Croissant,Food,1,11.0,11.0
T392736,2024-04-29 20:00:00,1870,Mall of the Emirates,Muffin,Food,2,10.0,20.0
T869040,2023-11-24 04:00:00,1646,Dubai Silicon Oasis,Muffin,Food,1,10.0,10.0
T409890,2024-04-03 00:00:00,2634,Dubai Mall,Donut - Chocolate,Food,2,9.0,18.0
T709644,2023-09-01 03:00:00,1769,Ras Al Khaimah Mall,Latte,Beverage,1,18.0,18.0
T872804,2023-12-04 20:00:00,1236,Al Ain Town Center,Iced Coffee,Beverage,1,15.0,15.0
T513775,2024-05-23 05:00:00,2434,Ras Al Khaimah Mall,Hot Coffee,Beverage,2,12.0,24.0
T643114,2023-08-06 01:00:00,2862,Fujairah Mall,Donut - Glazed,Food,1,8.0,8.0
T352164,2023-09-25 07:00:00,1368,Ras Al Khaimah Mall,Donut - Chocolate,Food,1,9.0,9.0
T353225,2023-08-20 15:00:00,2859,Marina Walk,Croissant,Food,1,11.0,11.0
T650581,2024-02-17 12:00:00,2103,Ras Al Khaimah Mall,Hot Coffee,Beverage,1,12.0,12.0
T448206,2023-12-26 06:00:00,2100,Abu Dhabi Corniche,Bagel - Plain,Food,3,10.0,30.0
T548497,2023-07-31 01:00:00,2124,Al Ain Town Center,Donut - Glazed,Food,1,8.0,8.0
T832719,2023-11-28 12:00:00,2004,Jumeirah Beach,Donut - Glazed,Food,3,8.0,24.0
T755192,2023-10-09 21:00:00,2303,Abu Dhabi Corniche,Croissant,Food,3,11.0,33.0
T873577,2023-08-24 17:00:00,1905,Abu Dhabi Corniche,Cold Brew,Beverage,2,16.0,32.0
T814435,2023-10-21 09:00:00,2556,Deira City Center,Latte,Beverage,1,18.0,18.0
T902663,2023-07-23 14:00:00,1565,Deira City Center,Iced Coffee,Beverage,1,15.0,15.0
T187696,2023-07-21 17:00:00,1023,Dubai Mall,Iced Coffee,Beverage,2,15.0,30.0
T186646,2023-08-25 08:00:00,1660,Mall of the Emirates,Muffin,Food,1,10.0,10.0
T560302,2023-09-06 01:00:00,2408,Jumeirah Beach,Latte,Beverage,1,18.0,18.0
T925717,2023-08-09 01:00:00,2604,Ras Al Khaimah Mall,Bagel - Cream Cheese,Food,1,12.0,12.0
T470500,2023-10-11 05:00:00,2291,Al Barsha,Iced Coffee,Beverage,1,15.0,15.0
T776968,2024-06-09 01:00:00,1640,Mirdif City Center,Hot Coffee,Beverage,1,12.0,12.0
T189171,2023-10-17 17:00:00,1593,Business Bay,Bagel - Plain,Food,1,10.0,10.0
T401134,2024-05-21 11:00:00,2117,Al Ain Town Center,Muffin,Food,1,10.0,10.0
T284260,2023-10-11 19:00:00,2005,Dubai Marina Mall,Hot Coffee,Beverage,2,12.0,24.0
T429372,2023-07-29 23:00:00,2688,Business Bay,Croissant,Food,1,11.0,11.0
T555805,2024-06-11 05:00:00,1777,The Dubai Mall Zabeel,Iced Coffee,Beverage,2,15.0,30.0
T102931,2023-08-03 08:00:00,1957,Dubai Mall,Iced Coffee,Beverage,1,15.0,15.0
T462127,2024-03-14 23:00:00,2355,Dubai Silicon Oasis,Donut - Chocolate,Food,2,9.0,18.0
T859063,2024-03-03 18:00:00,2303,Deira City Center,Hot Coffee,Beverage,1,12.0,12.0
T524865,2023-10-11 08:00:00,2056,Dubai Silicon Oasis,Croissant,Food,2,11.0,22.0
T533032,2023-12-08 23:00:00,1773,Fujairah Mall,Hot Coffee,Beverage,1,12.0,12.0
T437264,2023-12-03 13:00:00,1305,Dubai Silicon Oasis,Croissant,Food,2,11.0,22.0
T961487,2024-01-28 17:00:00,1756,Marina Walk,Bagel - Cream Cheese,Food,1,12.0,12.0
T679383,2023-07-29 14:00:00,1348,Fujairah Mall,Cold Brew,Beverage,2,16.0,32.0
T526489,2023-08-06 04:00:00,2462,Marina Walk,Latte,Beverage,3,18.0,54.0
T748115,2024-05-10 01:00:00,1425,Ajman Downtown,Cold Brew,Beverage,1,16.0,16.0
T293741,2024-06-23 23:00:00,1727,Dubai Mall,Muffin,Food,1,10.0,10.0
T940951,2023-12-30 19:00:00,1257,Abu Dhabi Corniche,Iced Coffee,Beverage,2,15.0,30.0
T975454,2023-12-20 14:00:00,1096,Sharjah City Center,Cold Brew,Beverage,1,16.0,16.0
T874379,2024-06-26 07:00:00,2082,Sharjah City Center,Croissant,Food,2,11.0,22.0
T674071,2023-10-30 03:00:00,1010,Dubai Silicon Oasis,Bagel - Plain,Food,1,10.0,10.0
T640712,2023-12-17 23:00:00,2942,The Dubai Mall Zabeel,Latte,Beverage,1,18.0,18.0
T779207,2024-06-25 16:00:00,1397,Mirdif City Center,Donut - Chocolate,Food,3,9.0,27.0
T262383,2023-12-13 08:00:00,1131,Mirdif City Center,Bagel - Plain,Food,1,10.0,10.0
T749146,2024-03-30 02:00:00,2378,Abu Dhabi Corniche,Donut - Glazed,Food,2,8.0,16.0
T699177,2024-06-21 03:00:00,2388,Business Bay,Donut - Glazed,Food,1,8.0,8.0
T266296,2024-01-20 03:00:00,2321,Business Bay,Cold Brew,Beverage,1,16.0,16.0
T486144,2023-09-28 02:00:00,1042,Ajman Downtown,Cold Brew,Beverage,1,16.0,16.0
T209149,2023-11-24 00:00:00,2479,Dubai Marina Mall,Cold Brew,Beverage,1,16.0,16.0
T142759,2024-05-11 08:00:00,1634,Dubai Silicon Oasis,Hot Coffee,Beverage,1,12.0,12.0
T264282,2024-03-23 03:00:00,2683,Mirdif City Center,Bagel - Plain,Food,1,10.0,10.0
T295652,2023-07-29 21:00:00,1726,Dubai Hills,Bagel - Plain,Food,1,10.0,10.0
T669868,2024-02-18 01:00:00,1825,Ajman Downtown,Bagel - Cream Cheese,Food,1,12.0,12.0
T864670,2023-11-08 20:00:00,2399,Mall of the Emirates,Bagel - Plain,Food,2,10.0,20.0
T422677,2024-03-14 13:00:00,1047,Abu Dhabi Corniche,Latte,Beverage,1,18.0,18.0
T703675,2024-06-15 04:00:00,1842,Dubai Silicon Oasis,Bagel - Plain,Food,1,10.0,10.0
T909539,2023-07-16 08:00:00,2966,Dubai Marina Mall,Croissant,Food,1,11.0,11.0
T683102,2023-12-12 19:00:00,1462,Sharjah City Center,Bagel - Cream Cheese,Food,1,12.0,12.0
T970753,2023-10-30 19:00:00,2428,Dubai Marina Mall,Croissant,Food,2,11.0,22.0
T739731,2024-05-13 21:00:00,1564,Deira City Center,Donut - Glazed,Food,1,8.0,8.0
T403768,2023-07-26 15:00:00,2703,Marina Walk,Bagel - Cream Cheese,Food,1,12.0,12.0
T314580,2023-12-11 00:00:00,2406,Marina Walk,Bagel - Plain,Food,1,10.0,10.0
T303768,2024-02-28 09:00:00,2876,Jumeirah Beach,Donut - Chocolate,Food,1,9.0,9.0
T843312,2024-02-01 02:00:00,2696,Dubai Marina Mall,Bagel - Plain,Food,2,10.0,20.0
T945097,2023-10-05 12:00:00,1250,Mirdif City Center,Donut - Chocolate,Food,1,9.0,9.0
T651772,2024-05-06 10:00:00,1209,Abu Dhabi Corniche,Hot Coffee,Beverage,2,12.0,24.0
T735915,2023-08-02 23:00:00,1955,Sharjah City Center,Croissant,Food,1,11.0,11.0
T761518,2023-09-01 09:00:00,2998,Jumeirah Beach,Donut - Chocolate,Food,1,9.0,9.0
T241250,2023-11-25 23:00:00,2390,Jumeirah Beach,Latte,Beverage,2,18.0,36.0
T526400,2023-07-27 18:00:00,1829,Deira City Center,Donut - Chocolate,Food,1,9.0,9.0
T886476,2023-08-27 06:00:00,2750,Marina Walk,Hot Coffee,Beverage,1,12.0,12.0
T508253,2024-02-09 12:00:00,2253,Dubai Marina Mall,Latte,Beverage,1,18.0,18.0
T916749,2024-04-03 23:00:00,1195,Al Wahda Mall,Croissant,Food,1,11.0,11.0
T293807,2023-07-08 06:00:00,2131,Dubai Marina Mall,Iced Coffee,Beverage,1,15.0,15.0
T450841,2023-09-11 20:00:00,1427,Dubai Mall,Iced Coffee,Beverage,1,15.0,15.0
T978283,2023-09-26 07:00:00,2594,Yas Mall,Hot Coffee,Beverage,1,12.0,12.0
T821836,2023-12-14 20:00:00,2223,Dubai Marina Mall,Iced Coffee,Beverage,1,15.0,15.0
T376705,2024-06-04 12:00:00,1772,Deira City Center,Latte,Beverage,1,18.0,18.0
T859984,2023-09-20 17:00:00,2493,Business Bay,Muffin,Food,1,10.0,10.0
T510791,2023-11-23 21:00:00,2859,Yas Mall,Iced Coffee,Beverage,1,15.0,15.0
T160759,2023-09-30 10:00:00,1753,Al Barsha,Bagel - Cream Cheese,Food,1,12.0,12.0
T947787,2023-08-18 09:00:00,1156,Business Bay,Muffin,Food,3,10.0,30.0
T214143,2024-01-12 19:00:00,1252,Dubai Marina Mall,Muffin,Food,1,10.0,10.0
T516286,2023-12-05 22:00:00,2104,Business Bay,Donut - Chocolate,Food,2,9.0,18.0
T715049,2023-07-19 00:00:00,2085,The Dubai Mall Zabeel,Bagel - Cream Cheese,Food,1,12.0,12.0
T954533,2023-10-25 11:00:00,1285,Yas Mall,Donut - Chocolate,Food,1,9.0,9.0
T255065,2024-06-10 07:00:00,2480,Mall of the Emirates,Donut - Chocolate,Food,1,9.0,9.0
T451473,2024-01-04 17:00:00,1150,Ajman Downtown,Latte,Beverage,1,18.0,18.0
T367541,2023-09-01 23:00:00,1691,Yas Mall,Hot Coffee,Beverage,1,12.0,12.0
T644924,2023-09-27 18:00:00,2912,Marina Walk,Bagel - Plain,Food,1,10.0,10.0
T761104,2024-03-07 10:00:00,2097,Yas Mall,Iced Coffee,Beverage,1,15.0,15.0
T514708,2024-06-01 03:00:00,1043,Deira City Center,Donut - Chocolate,Food,2,9.0,18.0
T827382,2024-06-19 12:00:00,1877,Yas Mall,Iced Coffee,Beverage,1,15.0,15.0
T918210,2024-04-17 04:00:00,1196,Sharjah City Center,Donut - Glazed,Food,1,8.0,8.0
T158077,2023-11-09 17:00:00,2733,Dubai Mall,Iced Coffee,Beverage,2,15.0,30.0
T517155,2024-03-23 15:00:00,2065,Jumeirah Beach,Bagel - Cream Cheese,Food,1,12.0,12.0
T505048,2023-07-19 14:00:00,2811,Al Barsha,Hot Coffee,Beverage,1,12.0,12.0
T881358,2024-02-04 17:00:00,1315,Al Wahda Mall,Hot Coffee,Beverage,1,12.0,12.0
T366366,2023-11-27 05:00:00,1435,Sharjah City Center,Donut - Glazed,Food,2,8.0,16.0
T957103,2023-08-05 12:00:00,2838,Deira City Center,Bagel - Cream Cheese,Food,2,12.0,24.0
T557431,2023-11-03 04:00:00,1880,Dubai Marina Mall,Croissant,Food,1,11.0,11.0
T545092,2024-05-27 06:00:00,2171,Sharjah City Center,Latte,Beverage,1,18.0,18.0
T649969,2023-11-21 22:00:00,2562,Ras Al Khaimah Mall,Donut - Glazed,Food,2,8.0,16.0
T221455,2023-07-28 12:00:00,2702,Dubai Silicon Oasis,Bagel - Plain,Food,1,10.0,10.0
T932371,2023-07-04 09:00:00,1495,Business Bay,Croissant,Food,1,11.0,11.0
T412937,2024-02-19 21:00:00,2080,Al Wahda Mall,Donut - Chocolate,Food,1,9.0,9.0
T243125,2024-06-25 20:00:00,1486,The Dubai Mall Zabeel,Croissant,Food,1,11.0,11.0
T776473,2023-12-07 13:00:00,1834,Marina Walk,Donut - Chocolate,Food,1,9.0,9.0
T207452,2023-08-06 10:00:00,1766,Al Barsha,Hot Coffee,Beverage,1,12.0,12.0
T735103,2023-07-13 07:00:00,2366,Dubai Hills,Latte,Beverage,1,18.0,18.0
T691881,2024-03-08 09:00:00,2683,Marina Walk,Croissant,Food,1,11.0,11.0
T701974,2024-01-12 01:00:00,2189,Abu Dhabi Corniche,Bagel - Plain,Food,2,10.0,20.0
T711214,2023-12-22 05:00:00,1372,Dubai Mall,Latte,Beverage,1,18.0,18.0
T903868,2024-04-13 05:00:00,2653,Mall of the Emirates,Cold Brew,Beverage,1,16.0,16.0
T970613,2024-01-19 08:00:00,2278,Fujairah Mall,Cold Brew,Beverage,1,16.0,16.0
T194009,2024-05-07 10:00:00,2131,Al Barsha,Muffin,Food,1,10.0,10.0
T661265,2023-10-08 02:00:00,2820,Dubai Marina Mall,Bagel - Plain,Food,1,10.0,10.0
T767709,2024-03-19 05:00:00,2604,Dubai Hills,Muffin,Food,1,10.0,10.0
T446401,2023-10-09 07:00:00,2949,Fujairah Mall,Donut - Chocolate,Food,2,9.0,18.0
T909814,2023-07-15 12:00:00,2157,Sharjah City Center,Bagel - Plain,Food,2,10.0,20.0
T283630,2023-11-10 17:00:00,2024,Business Bay,Muffin,Food,1,10.0,10.0
T979950,2023-11-04 06:00:00,2823,Jumeirah Beach,Hot Coffee,Beverage,1,12.0,12.0
T913976,2023-10-05 10:00:00,2598,Ajman Downtown,Bagel - Plain,Food,1,10.0,10.0
T527629,2023-08-07 09:00:00,2984,Yas Mall,Cold Brew,Beverage,2,16.0,32.0
T262530,2024-05-18 21:00:00,2274,Dubai Mall,Croissant,Food,2,11.0,22.0
T132002,2024-04-11 03:00:00,1815,Sharjah City Center,Latte,Beverage,1,18.0,18.0
T424536,2023-11-25 09:00:00,2314,Al Wahda Mall,Donut - Glazed,Food,1,8.0,8.0
T441603,2023-11-28 10:00:00,2150,Ajman Downtown,Croissant,Food,2,11.0,22.0
T645478,2023-12-14 13:00:00,2372,Al Barsha,Bagel - Cream Cheese,Food,1,12.0,12.0
T968235,2024-01-11 08:00:00,1283,Ras Al Khaimah Mall,Iced Coffee,Beverage,1,15.0,15.0
T249376,2023-09-19 10:00:00,1006,Dubai Hills,Cold Brew,Beverage,1,16.0,16.0
T457920,2024-04-22 09:00:00,2847,Fujairah Mall,Muffin,Food,1,10.0,10.0
T719196,2024-04-03 07:00:00,1061,Ras Al Khaimah Mall,Donut - Glazed,Food,2,8.0,16.0
T555234,2023-10-09 02:00:00,2562,Dubai Hills,Croissant,Food,3,11.0,33.0
T700743,2024-03-18 01:00:00,2353,Dubai Silicon Oasis,Hot Coffee,Beverage,1,12.0,12.0
T969494,2023-08-19 16:00:00,1774,Dubai Hills,Cold Brew,Beverage,1,16.0,16.0
T948027,2024-05-24 23:00:00,1443,Dubai Mall,Croissant,Food,1,11.0,11.0
T946444,2023-11-07 21:00:00,1872,Sharjah City Center,Donut - Glazed,Food,1,8.0,8.0
T886874,2024-02-15 22:00:00,2082,Deira City Center,Muffin,Food,1,10.0,10.0
T518036,2023-12-30 07:00:00,1246,Dubai Silicon Oasis,Donut - Chocolate,Food,1,9.0,9.0
T991041,2024-01-29 03:00:00,2108,Al Ain Town Center,Donut - Chocolate,Food,1,9.0,9.0
T972970,2023-07-21 02:00:00,2042,Dubai Silicon Oasis,Iced Coffee,Beverage,1,15.0,15.0
T101025,2023-11-30 17:00:00,2964,Mall of the Emirates,Latte,Beverage,1,18.0,18.0
T508196,2024-03-23 16:00:00,1013,Dubai Marina Mall,Cold Brew,Beverage,1,16.0,16.0
T628376,2024-03-21 07:00:00,1128,Marina Walk,Hot Coffee,Beverage,1,12.0,12.0
T953869,2023-11-09 23:00:00,1413,Abu Dhabi Corniche,Hot Coffee,Beverage,1,12.0,12.0
T169439,2023-08-02 17:00:00,2253,Deira City Center,Iced Coffee,Beverage,3,15.0,45.0
T183995,2024-01-07 15:00:00,1768,Dubai Marina Mall,Iced Coffee,Beverage,1,15.0,15.0
T156962,2024-02-05 09:00:00,1600,Al Barsha,Hot Coffee,Beverage,1,12.0,12.0
T305415,2024-06-21 05:00:00,1928,Yas Mall,Donut - Glazed,Food,2,8.0,16.0
T757433,2024-04-06 16:00:00,2785,Fujairah Mall,Latte,Beverage,3,18.0,54.0
T768470,2023-11-28 12:00:00,1294,Marina Walk,Bagel - Cream Cheese,Food,1,12.0,12.0
T562054,2024-06-03 02:00:00,1573,Dubai Silicon Oasis,Iced Coffee,Beverage,2,15.0,30.0
T270196,2024-03-23 17:00:00,1906,Al Barsha,Bagel - Plain,Food,1,10.0,10.0
T900028,2024-04-01 06:00:00,1119,Al Wahda Mall,Donut - Glazed,Food,1,8.0,8.0
T461287,2023-10-02 15:00:00,2767,Yas Mall,Donut - Glazed,Food,1,8.0,8.0
T860205,2024-05-31 22:00:00,1039,Ras Al Khaimah Mall,Hot Coffee,Beverage,1,12.0,12.0
T268791,2023-08-02 13:00:00,2280,The Dubai Mall Zabeel,Cold Brew,Beverage,1,16.0,16.0
T123839,2023-12-27 21:00:00,2157,Al Barsha,Hot Coffee,Beverage,1,12.0,12.0
T170420,2023-12-27 09:00:00,1813,Dubai Marina Mall,Croissant,Food,1,11.0,11.0
T575913,2023-11-16 08:00:00,2987,Jumeirah Beach,Donut - Chocolate,Food,1,9.0,9.0
T475263,2024-01-31 11:00:00,1475,Abu Dhabi Corniche,Donut - Glazed,Food,1,8.0,8.0
T520806,2024-02-21 08:00:00,2464,Mall of the Emirates,Donut - Chocolate,Food,1,9.0,9.0
T586806,2023-08-24 00:00:00,1222,Al Wahda Mall,Croissant,Food,1,11.0,11.0
T182412,2023-09-08 09:00:00,1021,Jumeirah Beach,Donut - Glazed,Food,2,8.0,16.0
T218090,2024-03-16 07:00:00,2234,Mall of the Emirates,Iced Coffee,Beverage,2,15.0,30.0
T802160,2024-06-15 09:00:00,1448,Yas Mall,Donut - Chocolate,Food,2,9.0,18.0
T672640,2024-06-03 10:00:00,1650,Al Ain Town Center,Latte,Beverage,1,18.0,18.0
T299635,2023-09-21 18:00:00,2174,Dubai Hills,Cold Brew,Beverage,2,16.0,32.0
T422015,2024-01-19 13:00:00,1446,Al Wahda Mall,Hot Coffee,Beverage,1,12.0,12.0
T706922,2023-10-24 03:00:00,1541,Fujairah Mall,Iced Coffee,Beverage,1,15.0,15.0
T408298,2024-03-27 01:00:00,1661,Marina Walk,Donut - Glazed,Food,1,8.0,8.0
T388769,2024-04-20 08:00:00,2045,Marina Walk,Hot Coffee,Beverage,1,12.0,12.0
T314843,2024-05-04 09:00:00,1583,Marina Walk,Donut - Chocolate,Food,1,9.0,9.0
T593248,2024-03-28 22:00:00,2396,Dubai Silicon Oasis,Hot Coffee,Beverage,1,12.0,12.0
T876907,2024-05-12 05:00:00,2094,Sharjah City Center,Donut - Glazed,Food,2,8.0,16.0
T295714,2023-10-25 06:00:00,2619,The Dubai Mall Zabeel,Croissant,Food,1,11.0,11.0
T615454,2023-09-01 23:00:00,1153,Dubai Mall,Donut - Glazed,Food,1,8.0,8.0
T207309,2023-11-02 12:00:00,2831,Fujairah Mall,Croissant,Food,3,11.0,33.0
T540263,2024-06-19 14:00:00,2286,Jumeirah Beach,Bagel - Plain,Food,1,10.0,10.0
T870229,2024-02-18 04:00:00,1351,Fujairah Mall,Croissant,Food,1,11.0,11.0
T345224,2024-04-24 23:00:00,2699,The Dubai Mall Zabeel,Muffin,Food,1,10.0,10.0
T220570,2023-12-13 21:00:00,2552,Yas Mall,Donut - Chocolate,Food,1,9.0,9.0
T528264,2024-02-03 09:00:00,2736,Dubai Marina Mall,Donut - Glazed,Food,1,8.0,8.0
T874672,2024-05-02 22:00:00,1059,Deira City Center,Donut - Chocolate,Food,1,9.0,9.0
T522346,2024-04-18 15:00:00,1046,The Dubai Mall Zabeel,Muffin,Food,1,10.0,10.0
T834120,2024-05-22 12:00:00,2394,Sharjah City Center,Latte,Beverage,1,18.0,18.0
T524762,2023-12-09 01:00:00,1125,Mirdif City Center,Latte,Beverage,1,18.0,18.0
T901674,2024-03-06 05:00:00,2061,Al Ain Town Center,Iced Coffee,Beverage,1,15.0,15.0
T188450,2023-10-07 01:00:00,1004,Mirdif City Center,Croissant,Food,1,11.0,11.0
T759737,2023-11-30 20:00:00,2349,Mall of the Emirates,Donut - Glazed,Food,2,8.0,16.0
T512464,2023-08-28 20:00:00,1715,Deira City Center,Donut - Glazed,Food,1,8.0,8.0
T665260,2024-02-14 17:00:00,2390,Dubai Hills,Iced Coffee,Beverage,1,15.0,15.0
